Title,Author,Publish Date,Keywords,URL,First Name,Gender
"Women in Tech: Not Enough, Not Yet",Roza Melkumyan,2022-07-11,"armenia, tech, gender, papoyan, armenian, sector, git, girls, work, women",https://evnreport.com/creative-tech/women-in-tech-not-enough-not-yet/,Roza,female
The Tech Hubs of the Former Soviet Union,Hranoush Dermoyan,2022-05-19,"hubs, tech, soviet, armenia, country, ukraine, gdp, companies, startups, countrys, estonia, sector, union",https://evnreport.com/creative-tech/the-tech-hubs-of-the-former-soviet-union/,Hranoush,female
"Big Talk, Fast Growth But Still Early Stage: Armenia’s Tech Industry",Ani Avetisyan,2022-04-28,"strategy, tech, fast, companies, talk, armenia, early, investment, mining, big, armenian, ict, industry, sector, armenias, stage, growth",https://evnreport.com/creative-tech/big-talk-fast-growth-but-still-early-stage-armenias-tech-industry/,Ani,female
BuildUp Bootcamp: A New Approach to Breaking Down Barriers to Professional Development in Armenia,Leigha Schjelderup,2022-04-11,"barriers, armenia, tech, professionals, breaking, armenian, buildup, development, approach, lack, professional, skills, bootcamp, growth, isnt",https://evnreport.com/creative-tech/buildup-bootcamp-a-new-approach-to-breaking-down-barriers-to-professional-development-in-armenia/,Leigha,female
Armenia’s Technology-Themed October,Syuzan Tosunyan,2021-11-07,"week, science, armenia, companies, technologythemed, education, armenian, summit, engineering, solutions, technology, armenias",https://evnreport.com/creative-tech/armenia-s-technology-themed-october/,Syuzan,female
Genomics and Bioinformatics: Challenges and Opportunities,Lilit Nersisyan,2021-10-24,"bioinformatics, armenia, life, specialists, challenges, human, opportunities, group, abi, genomics, world, data, research",https://evnreport.com/creative-tech/genomics-and-bioinformatics-challenges-and-opportunities/,Lilit,female
Unicorns Spotted in Armenia,Syuzan Tosunyan,2021-10-04,"billion, startup, armenia, companies, unicorns, valuation, company, startups, spotted, picsart, help, unicorn",https://evnreport.com/creative-tech/unicorns-spotted-in-armenia-2/,Syuzan,female
A Physicist’s Guide to Science Research in Armenia,Tatev Mkrtumyan,2021-09-10,"grants, projects, science, armenia, guide, physicists, community, rafayelyan, opportunities, project, researchers, research",https://evnreport.com/creative-tech/a-physicist-s-guide-to-science-research-in-armenia/,Tatev,female
Armenia: The Silicon Valley of the Soviet Union,Syuzan Tosunyan,2021-08-29,"war, armenia, valley, soviet, factories, military, yerevan, silicon, union, production, factory, research",https://evnreport.com/creative-tech/armenia-the-silicon-valley-of-the-soviet-union/,Syuzan,female
An Armenian Painter’s Foray Into the Cryptic World of NFTs,Lilly Torosyan,2021-05-23,"digital, armenian, cryptic, nft, keryan, painters, pieces, art, dollar, nfts, world, artist, work, foray",https://evnreport.com/creative-tech/an-armenian-painter-s-foray-into-the-cryptic-world-of-nfts/,Lilly,female
Edu2work: A Navigation Tool Bridging the Gap Between Education and Labor Markets,Ruzanna Baldryan,2021-05-13,"navigation, markets, gap, armenia, job, world, tool, bridging, education, edu2work, labor, platform, skills, market, employers, policymakers",https://evnreport.com/creative-tech/edu2work-a-navigation-tool-bridging-the-gap-between-education-and-labor-markets/,Ruzanna,female
Gitak: Bridging Students With Supervisors for Science Research,Tatev Mkrtumyan,2021-04-11,"projects, science, khachatrian, students, bridging, supervisors, universities, gitak, project, work, research",https://evnreport.com/creative-tech/gitak-bridging-students-with-supervisors-for-science-research/,Tatev,female
Motherhood Behind Bars,Astghik Karapetyan,2024-12-04,"prison, bars, motherhood, nare, mothers, women, age, child, penitentiary, children, cells, mother",https://evnreport.com/law-society/motherhood-behind-bars-eng/,Astghik,female
New Law on Higher Education: Meaningful Reform or Top-Down Policy?,Arevik Ohanyan,2024-11-14,"policy, topdown, quality, mergers, education, development, institutions, universities, law, reform, academic, meaningful, university, higher, research",https://evnreport.com/law-society/new-law-on-higher-education/,Arevik,female
Abundance of Both Water and Mismanagement,Mariam Tashchyan,2024-09-16,"water, reservoirs, resources, meters, need, ministry, irrigation, mismanagement, sevan, reservoir, abundance, hovsepyan",https://evnreport.com/law-society/abundance-of-both-water-and-mismanagement/,Mariam,female
Armenia as a Refuge: Who’s Seeking Asylum?,Arshaluys Barseghyan,2024-08-14,"refuge, seeking, armenia, asylum, country, whos, applications, seekers, refugees, shelter, number, migration, service",https://evnreport.com/law-society/armenia-as-a-refuge-whos-seeking-asylum/,Arshaluys,female
Water and Sanitation Crisis in Armenian Schools,Joya Lahoud,2024-07-08,"water, sanitation, students, schools, health, armenian, crisis, facilities, lack, report, educational, school",https://evnreport.com/law-society/water-and-sanitation-crisis-in-armenian-schools/,Joya,female
Essential and Ongoing Steps Toward Legal Reform,Astghik Karapetyan,2024-05-16,"court, judges, procedure, justice, appointed, sjc, president, legal, essential, steps, special, judge, reform, judicial, ongoing",https://evnreport.com/law-society/essential-and-ongoing-steps-toward-legal-reform/,Astghik,female
The Paris Agreement and Expanding Forest Coverage in Armenia,Gayane Mkrtchyan,2024-04-17,"armenia, forest, hectares, forested, cover, trees, markosyan, agreement, lands, paris, forests, coverage, expanding, areas",https://evnreport.com/law-society/the-paris-agreement-and-expanding-forest-coverage-in-armenia/,Gayane,female
No Mercy: The State’s Approach to Punitive Justice,Lilit Avagyan,2024-04-04,"individuals, justice, state, probationers, probation, cases, approach, states, punitive, law, hakobyan, service, mercy, court",https://evnreport.com/law-society/no-mercy-the-states-approach-to-punitive-justice/,Lilit,female
"Toxic Waste Beneath the City: Out of Sight, Out of Mind",Mariam Tashchyan,2024-04-03,"storage, landfill, chemical, mind, city, site, ministry, chemicals, hazardous, kg, nubarashen, beneath, waste, toxic, sight",https://evnreport.com/law-society/toxic-waste-beneath-the-city-out-of-sight-out-of-mind/,Mariam,female
Enforcement Deficit: Car Seat Laws in Armenia,Margarita Ghazaryan,2024-03-21,"deficit, armenia, enforcement, car, belt, using, traffic, child, seats, children, laws, seat, issue, taxi",https://evnreport.com/law-society/enforcement-deficit-car-seat-laws-in-armenia/,Margarita,female
Electronic Justice: Risks and Opportunities,Astghik Karapetyan,2024-03-19,"strategy, justice, systems, documents, case, opportunities, unified, court, electronic, system, risks, judicial",https://evnreport.com/law-society/electronic-justice-risks-and-opportunities-2/,Astghik,female
Who Will Opt for Paid Exemption From Military Service?”,Arpine Simonyan,2024-03-06,"armenia, citizens, serve, paid, military, opt, criminal, prosecution, law, million, service, exemption, 27",https://evnreport.com/law-society/who-will-opt-for-paid-exemption-from-military-service/,Arpine,female
In the Pursuit of Justice? The Harmful Prevalence of Pretrial Detention,Astghik Karapetyan,2024-01-10,"justice, harmful, pretrial, prevalence, accused, virabyan, precautionary, measure, pursuit, house, arrest, court, code, measures, detention",https://evnreport.com/law-society/in-the-pursuit-of-justice-the-harmful-prevalence-of-pretrial-detention/,Astghik,female
The Bread Dilemma: Choosing Between Wheat Imports and Domestic Cultivation,Lilit Avagyan,2023-12-08,"cultivation, wheat, choosing, armenia, deputy, tons, food, farmers, dilemma, imports, domestic, grain, production, security, bread",https://evnreport.com/law-society/the-bread-dilemma-choosing-between-wheat-imports-and-domestic-cultivation/,Lilit,female
Resolving the Unresolved Issue of Garbage,Hasmik Baleyan,2023-10-31,"collection, air, landfill, landfills, garbage, unresolved, system, management, nubarashen, yerevan, resolving, waste, sanitary, issue",https://evnreport.com/law-society/resolving-the-unresolved-issue-of-garbage/,Hasmik,female
Nurturing a Culture of Giving Back: The New Law on Voluntary Work,Lilit Avagyan,2023-10-26,"organization, volunteer, work, volunteering, culture, experience, legal, nurturing, rights, giving, law, volunteers, voluntary",https://evnreport.com/law-society/nurturing-a-culture-of-giving-back-the-new-law-on-voluntary-work/,Lilit,female
Mission Incomplete: Armenian Police Reforms,Ani Avetisyan,2023-10-16,"pashinyan, mission, force, violence, armenian, rights, patrol, reforms, law, reform, incomplete, changes",https://evnreport.com/law-society/mission-incomplete-armenian-police-reforms/,Ani,female
Assessing Quality or Posing Challenges for Educators?,Gayane Mkrtchyan,2023-09-12,"educators, challenges, schools, teachers, exams, exam, education, school, salary, posing, assessing, quality, certification, voluntary, higher",https://evnreport.com/law-society/assessing-quality-or-posing-challenges-for-educators/,Gayane,female
"A Fancy Resort, Protesting Villagers and Politics on Mount Aragats",Ani Avetisyan,2023-08-22,"mount, resort, billion, protesting, aragats, investment, mountain, lands, company, myler, villagers, project, politics, residents, land, fancy",https://evnreport.com/law-society/a-fancy-resort-protesting-villagers-and-politics-on-mount-aragats/,Ani,female
When Untreated Sewage Is Dumped Into Water Resources,Hasmik Baleyan,2023-07-13,"water, plant, resources, system, untreated, region, sewage, plants, dumped, sewerage, treatment, wastewater, settlements",https://evnreport.com/law-society/when-untreated-sewage-is-dumped-into-water-resources/,Hasmik,female
Human Rights Protection in Residential Institutions,Sona Martirosyan,2023-07-12,"zatik, children, human, violence, cases, institutions, boys, rights, center, report, residential, care, protection",https://evnreport.com/law-society/human-rights-protection-in-residential-institutions/,Sona,female
The Rise of E-Scooters in Armenia: Creating Solutions or Problems?,Anna Andreasyan,2023-07-03,"regulations, escooters, escooter, transportation, rise, armenia, accidents, yerevanride, solutions, usage, pedestrians, number, problems, creating, injuries",https://evnreport.com/law-society/the-rise-of-e-scooters-in-armenia-creating-solutions-or-problems/,Anna,female
Armenia’s Plan for Universal Health Insurance,Lilit Hovhannisyan,2023-06-19,"universal, financial, medical, state, amd, explains, costs, health, armenias, insurance, system, plan, services",https://evnreport.com/law-society/armenias-plan-for-universal-health-insurance/,Lilit,female
"Women in the Military: Voluntary Draft, Mandatory Service",Arpine Simonyan,2023-06-12,"contractual, honorarium, armenia, draft, military, female, mandatory, service, voluntary, defense, women",https://evnreport.com/law-society/women-in-the-military-voluntary-draft-mandatory-service/,Arpine,female
Addressing Sexual Harassment at the Workplace,Astghik Karapetyan,2023-06-08,"addressing, violence, vacation, sexual, code, labor, workplace, article, harassment, working, employees, work",https://evnreport.com/law-society/addressing-sexual-harassment-at-the-workplace/,Astghik,female
Electronic Monitoring Bracelets: A New System to Prevent Domestic Violence,Astghik Karapetyan,2023-05-17,"monitoring, victim, urgent, prevent, violence, bracelets, preventive, domestic, court, law, electronic, family, surveillance, system",https://evnreport.com/law-society/electronic-monitoring-bracelets-a-new-system-to-prevent-domestic-violence/,Astghik,female
"State Secrets, New Bolts",Arpine Simonyan,2023-05-08,"bolts, information, state, classified, freedom, documents, secret, authorities, law, keeping, secrets",https://evnreport.com/law-society/state-secrets-new-bolts/,Arpine,female
Filling the Knowledge Gap: New Requirements for Residential Building Management,Arpine Simonyan,2023-04-12,"gap, filling, buildings, condominium, knowledge, maintenance, management, apartment, residents, managers, condominiums, building, residential, manager, requirements",https://evnreport.com/law-society/filling-the-knowledge-gap-new-requirements-for-residential-building-management/,Arpine,female
Better Late Than Never? Certification Requirement for Medical Workers,Astghik Karapetyan,2023-04-03,"late, credits, requirement, workers, better, healthcare, required, training, cpd, accumulate, certification, medical, license",https://evnreport.com/law-society/better-late-than-never-certification-requirement-for-medical-workers/,Astghik,female
"Unregistered Employment, Lost Taxes, Compromised Rights",Hasmik Baleyan,2023-03-15,"ranked, state, taxes, lost, workers, tax, relations, unregistered, labor, located, employment, rights, compromised",https://evnreport.com/law-society/unregistered-employment-lost-taxes-compromized-rights/,Hasmik,female
Martial Law: A Justification for Imposing Restrictions,Arpine Simonyan,2023-02-27,"restrictions, information, state, media, martial, justification, 2020, imposing, outlets, militarypatriotic, law, bill",https://evnreport.com/law-society/martial-law-a-justification-for-imposing-restrictions-eng/,Arpine,female
State Support In the Fight Against Infertility,Astghik Karapetyan,2023-02-21,"insemination, state, beneficiaries, women, infertility, age, support, ivf, treatment, program, fight, services",https://evnreport.com/law-society/state-support-in-the-fight-against-infertility-eng/,Astghik,female
Proposed Changes in Armenia’s Tax System,Arpine Simonyan,2023-02-08,"vat, turnover, income, state, proposed, tax, revenue, business, armenias, system, plan, changes",https://evnreport.com/law-society/proposed-changes-in-armenias-tax-system/,Arpine,female
